,Slide 1,Slide 2,Slide 3,mean
0,,16.032978244702825,4.691860225847586,12.982533780474625
1,16.032978244702825,,18.222762870873463,12.982533780474625
2,4.691860225847586,18.222762870873463,,12.982533780474625
3,10.362419235275205,17.127870557788142,11.457311548360526,12.982533780474625
