,Slide 1,Slide 2,Slide 3,mean
0,,1.2789083963639276,16.43002281976705,11.738722834523307
1,1.2789083963639276,,17.50723728743894,11.738722834523307
2,16.43002281976705,17.50723728743894,,11.738722834523307
3,8.854465608065489,9.393072841901434,16.968630053602993,11.738722834523307
