3.126260519027709961e+00,8.565171241760253906e+00
5.863415598869323730e-01,9.720396995544433594e+00
1.355857133865356445e+00,7.875082015991210938e+00
1.673348069190979004e+00,7.173222541809082031e+00
9.025441408157348633e-01,7.250811100006103516e+00
4.006417751312255859e+00,7.370326042175292969e+00
2.975664615631103516e+00,6.267854690551757812e+00
1.483189344406127930e+00,9.905643463134765625e+00
2.001083374023437500e+00,9.768552780151367188e+00
1.652386188507080078e+00,8.311668395996093750e+00
-2.516062259674072266e-01,8.483379364013671875e+00
2.552331686019897461e+00,9.306683540344238281e+00
1.599556565284729004e+00,8.297512054443359375e+00
1.603955507278442383e+00,6.702661514282226562e+00
2.419736623764038086e+00,9.319113731384277344e+00
4.308862686157226562e-01,7.715573310852050781e+00
1.952005147933959961e+00,7.208294391632080078e+00
2.291546821594238281e+00,7.088684082031250000e+00
1.372197866439819336e+00,8.428800582885742188e+00
2.853853940963745117e+00,7.103454589843750000e+00
2.330913305282592773e+00,7.158981800079345703e+00
7.787781238555908203e+00,6.067659378051757812e+00
1.285980582237243652e+00,8.489868164062500000e+00
2.006284713745117188e+00,8.400817871093750000e+00
2.474421977996826172e+00,6.418642044067382812e+00
5.682213783264160156e+00,6.694558620452880859e+00
1.069822669029235840e+00,8.212692260742187500e+00
2.523927211761474609e+00,9.272789955139160156e+00
1.322059750556945801e+00,8.542275428771972656e+00
3.472621202468872070e+00,6.969590187072753906e+00
1.572413206100463867e+00,6.670749187469482422e+00
2.776985645294189453e+00,7.286623954772949219e+00
1.587314844131469727e+00,6.939423084259033203e+00
1.223941564559936523e+00,7.394914627075195312e+00
2.746667623519897461e+00,8.869979858398437500e+00
1.951005816459655762e+00,8.386417388916015625e+00
4.326387345790863037e-01,8.976330757141113281e+00
1.510922551155090332e+00,8.143120765686035156e+00
2.341132164001464844e+00,8.677338600158691406e+00
1.777914643287658691e+00,6.928565979003906250e+00
8.962182998657226562e+00,5.859922885894775391e+00
4.816930294036865234e+00,6.824365615844726562e+00
2.661603450775146484e+00,8.165585517883300781e+00
1.957240343093872070e+00,8.891202926635742188e+00
1.406280755996704102e+00,8.436371803283691406e+00
1.722267746925354004e+00,8.013585090637207031e+00
1.324608564376831055e+00,8.580416679382324219e+00
1.615013241767883301e+00,6.759645938873291016e+00
2.723057009279727936e-02,8.764916419982910156e+00
1.908260107040405273e+00,7.580843448638916016e+00
1.632611274719238281e+00,8.201663970947265625e+00
2.820542573928833008e+00,8.944015502929687500e+00
2.448512077331542969e+00,9.036513328552246094e+00
1.833610773086547852e+00,7.058024883270263672e+00
1.622968912124633789e+00,9.997398376464843750e+00
2.422429084777832031e+00,9.479609489440917969e+00
1.519064068794250488e+00,7.408823013305664062e+00
4.825457036495208740e-01,8.745680809020996094e+00
-1.895802021026611328e-01,9.569118499755859375e+00
2.628987312316894531e+00,9.039780616760253906e+00
1.917919158935546875e+00,6.971497535705566406e+00
1.475449919700622559e+00,7.411816120147705078e+00
1.202919006347656250e+00,8.449324607849121094e+00
1.594307661056518555e+00,6.706888198852539062e+00
1.568619847297668457e+00,6.682463645935058594e+00
2.104541301727294922e+00,6.982748508453369141e+00
1.753765583038330078e+00,7.363735675811767578e+00
2.632470846176147461e+00,8.537783622741699219e+00
7.052435874938964844e-01,9.869599342346191406e+00
1.411109209060668945e+00,8.371870994567871094e+00
1.411804795265197754e+00,8.481145858764648438e+00
1.668340086936950684e+00,8.162008285522460938e+00
3.069730997085571289e+00,9.115729331970214844e+00
2.367192506790161133e+00,7.042049884796142578e+00
5.922993183135986328e+00,7.294314861297607422e+00
1.980212807655334473e+00,6.833979129791259766e+00
2.723923683166503906e+00,8.407011985778808594e+00
1.874472618103027344e+00,8.341852188110351562e+00
4.263307750225067139e-01,9.809079170227050781e+00
4.891652584075927734e+00,6.498991012573242188e+00
1.597250342369079590e+00,6.756582260131835938e+00
1.686211585998535156e+00,6.855854034423828125e+00
2.029817342758178711e+00,8.904253005981445312e+00
6.674791812896728516e+00,6.417616844177246094e+00
2.513450384140014648e+00,6.257866859436035156e+00
1.758740901947021484e+00,6.576085090637207031e+00
2.271156072616577148e+00,8.616869926452636719e+00
2.411340236663818359e+00,9.042949676513671875e+00
3.187707185745239258e+00,6.472114086151123047e+00
1.601895332336425781e+00,8.045986175537109375e+00
2.672017812728881836e+00,9.128466606140136719e+00
7.989923954010009766e+00,6.357897758483886719e+00
3.566377639770507812e+00,7.763540744781494141e+00
7.790338039398193359e+00,6.330202102661132812e+00
7.041931152343750000e+00,6.554641246795654297e+00
7.852699279785156250e+00,6.263224601745605469e+00
2.673677921295166016e+00,6.214389801025390625e+00
1.591923236846923828e+00,6.696179866790771484e+00
1.777269840240478516e+00,8.090201377868652344e+00
1.861912369728088379e+00,7.081946849822998047e+00
2.664836406707763672e+00,6.261443138122558594e+00
1.843142271041870117e+00,7.331035614013671875e+00
2.325541734695434570e+00,8.900676727294921875e+00
1.750356674194335938e+00,7.026554107666015625e+00
1.624085307121276855e+00,6.726986885070800781e+00
2.791289806365966797e+00,9.039164543151855469e+00
2.142965555191040039e+00,8.480669021606445312e+00
3.280995130538940430e+00,7.854034423828125000e+00
1.667710185050964355e+00,7.853857517242431641e+00
7.887168884277343750e+00,6.256937980651855469e+00
2.891064882278442383e-01,8.617815017700195312e+00
3.696413516998291016e+00,7.124106884002685547e+00
3.572325706481933594e+00,7.939235210418701172e+00
1.666843891143798828e+00,7.362165451049804688e+00
7.850682258605957031e+00,6.613101959228515625e+00
8.876634597778320312e+00,5.758653163909912109e+00
2.992220878601074219e+00,8.454830169677734375e+00
2.342970848083496094e+00,7.645329952239990234e+00
2.570918798446655273e+00,9.321486473083496094e+00
2.076268196105957031e+00,7.969502449035644531e+00
2.186632871627807617e+00,6.718447685241699219e+00
7.598134994506835938e+00,6.980566024780273438e+00
2.686248302459716797e+00,9.239817619323730469e+00
2.875783681869506836e+00,6.727028846740722656e+00
2.248069047927856445e+00,8.519518852233886719e+00
1.567056059837341309e+00,6.714648723602294922e+00
1.778922915458679199e+00,7.261058330535888672e+00
8.368591308593750000e+00,6.563386917114257812e+00
1.129145741462707520e+00,8.452151298522949219e+00
